1312397099.4939	40	39.97	39.12	
1312397100.44987	40	40.01	39.16	
1312397101.40989	40	40	39.16	
1312397102.36993	40	40	39.15	
1312397103.32588	40	40.01	39.14	
1312397104.28188	40	39.98	39.17	
1312397105.23788	40	40.02	39.15	
1312397106.1939	40	39.98	39.16	
1312397107.14987	40	40.01	39.16	
1312397108.10601	40	40.01	39.16	
1312397109.16989	40	40	39.17	
1312397110.12586	40	39.99	39.16	
1312397111.08186	40	40.02	39.16	
1312397112.03788	40	39.98	39.13	
1312397112.99388	40	40.01	39.13	
1312397113.94989	40	40	39.12	
1312397114.90588	40	40	39.11	
1312397115.86188	40	40	39.14	
1312397116.81787	40	40	39.13	
1312397117.77787	40	40	39.15	
1312397118.73788	40	40.01	39.18	
1312397119.83387	40	40	39.15	
1312397120.79389	40	40.01	39.13	
1312397121.74988	40	40	39.12	
1312397122.70588	40	40	39.1	
1312397123.66188	40	39.99	39.1	
1312397124.61788	40	39.99	39.12	
